id,fecha,lugar,tipo_evento,tipo_evento_principal,subtipos_evento,quien_protesta,demanda,a_quien,discurso_framing,respuesta_estatal,fuente
P21-06,11-07-2021,"Parque de la Iglesia, San Antonio de los Baños, Artemisa",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"A través de un grupo de Facebook de los residentes de San Antonio de los Baños llamado ""La Villa del Humor"", el líder (o administrador del grupo) Danilo Roque (seudónimo) convoca a una protesta en el Parque de la Iglesia. Este, seguido por Lázaro González (seudónimo), también administrador del grupo, se dedica a la logística de la manifestación y, junto con Alexander Pérez Rodríguez, pastor de la Iglesia Adventista del Séptimo Día, exmiembro del grupo Somos+, simpatizante de Oswaldo Payá, quien pone cara y voz, informa, genera debates, propone y dialoga. Los integrantes del equipo de organización de la protesta fueron 23 personas, quienes se mantienen en total anonimato y cuyas edades oscilan entre los 18 y los 30 años. El plan de Danilo Roque para el 11 de julio fue publicado en el grupo de Facebook: 1-10:00 a.m. nos vamos a reunir todos en el Parque de la Iglesia. 2-10:30 a.m. comenzamos a salir por la Calle Real dirección a la tienda TRD, lugar donde nos venden en monedas que no ganamos. Ahí somos libres de hacer lo que queramos. Son nuestras tiendas y nuestros productos. 3-11:00 a.m. nos dirigimos a Radio Ariguanabo, allí podemos hacer que Radio Ariguanabo anuncie lo que está sucediendo a través de su emisora. Si queremos, podemos lograrlo. 4-Llegando hasta ahí, seguimos rumbo Coppelia, esto llamando a más personas a unirse a nuestra propuesta. Recuerden que necesitamos muchas personas para esto. 5-En Coppelia vamos a trancar el tráfico y vamos a gritar todo lo que nuestra voz pueda. Todo lo que se les ocurra. 6-Subimos Calle Ancha, hasta el Partido. La manifestación transita por las calles: doblando hacia la calle 41, calle 41 e/ 74 y 76, Asamblea Municipal del Poder Popular, calle 70 y 55, calle 61 y 66, calle 49 y 53, calle 49 (Parque de la Placita), Parque Central, calle 41 y 62, Parque de la Iglesia.",Estado cubano,"""Oye, comunismo NO"", ""Libertad"", ""Patria y Vida""","Se presentaron órganos del PCC del municipio y fueron atacados con palabras de los manifestantes que se encontraban en el lugar. Se observa un cordón de militares rodeando la entrada de la iglesia. También se presenció la llegada de Miguel Díaz-Canel, escoltado por altos militares, en un intento de aplacar la situación, pero terminaron lanzándole varias botellas plásticas de agua y unos cuantos insultos más.",https://www.youtube.com/watch?v=N80lz51MDyU https://revistaelestornudo.medium.com/11-de-julio-en-san-antonio-de-los-ba%C3%B1os-lo-que-se-ve-lo-que-no-se-ve-c3760b4516a9  https://www.youtube.com/watch?v=1EIv4Tz38BA
P21-07,11-07-2021,"Palma Soriano, Santiago de Cuba",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Un pequeño grupo de personas sale a las calles a exigir ""Patria y Vida"". Poco a poco se van sumando varias personas, mientras los manifestantes incitan a que se sumen más personas. La manifestación comienza en la calle Lora, bajan hasta el Servicupet haciendo varias paradas, avanza desde la calle Quintín Bandera hasta el parque José Martí y regresan hasta la sede del PCC municipal, donde se desencadena la represión. También se manifiestan en la Carretera Central e/ 19, 21, Calixto García, 1ro de Mayo y Carretera Central y Donato Mármol, Contramaestre. Afuera de la sede del PCC los manifestantes le gritan al comandante Ramiro Valdés que los están matando de hambre y que las autoridades dieron golpes.",Estado cubano,"""Patria y Vida"", ""Abajo Díaz-Canel"", ""Abajo el hambre"", ""Libertad"", ""Ladrones"", ""Asesinos"", ""Cambio"" y cantan el Himno Nacional.","Interceptan a los manifestantes autoridades vestidas de civil y otras uniformadas, intentando dialogar e impedirles el paso, pero el grupo de manifestantes continúa avanzando. Llegada de Ramiro Valdés al municipio acompañado de una escolta de militares para intentar un diálogo con la población.",https://www.youtube.com/watch?v=09rfIVI3Iew https://www.youtube.com/watch?v=EtJBixdySP4 https://www.youtube.com/watch?v=AfoGi-uXxBc  https://www.youtube.com/watch?v=t_sqNPk0lgo  https://www.youtube.com/watch?v=b6vHE3_ICMg
P21-08,11-07-2021,"Parque del Partido, Alquízar, Artemisa",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Grupo de personas sale a las calles demandando libertad para el pueblo de Cuba. La manifestación se desplaza por la calle 82, pasando por 89, 91 hasta el parque donde se encuentra la sede del Partido.",Estado cubano,"""Patria y Vida"", ""Díaz-Canel, singao"", ""Abajo la dictadura"", ""Que se vayan"", ""Libertad""",NULL,https://www.youtube.com/watch?v=ceDt-1DbSaI  https://www.youtube.com/watch?v=Z5IoaK3G4Rs   https://www.youtube.com/watch?v=RsVPpYzdJW4
P21-09,11-07-2021,"Güira de Melena, artemisa",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Grupo de personas sale a las calles demandando libertad y que no tienen comida para el pueblo de Cuba. A medida que los manifestantes avanzan por las calles convocan a todos los residentes a sumarse a la marcha. La manifestación recorre las calles 84 y 83, 93, calles 86 y 87, calle 82 (Real). Ocurre un saqueo en la tienda El Encanto y se reúnen frente al Partido y la UJC. Otro grupo de manifestantes llega hasta la estación de policía.",Estado cubano,"""Patria y Vida"", ""Díaz-Canel, singao"", ""Abajo la dictadura"", ""Libertad"", ""Oe policía, pinga"", ""Queremos medicinas"", ""Asesinos"", ""Que se vayan"", ""No tenemos miedo""",Se presencian autoridades militares y otras vestidas de civil frente al Partido que comienzan a reprimir a los manifestantes. A las afueras de la Estación de Policía se observa a las autoridades paradas en la acera amenazando con rociar spray.,https://www.youtube.com/watch?v=rNrza19-QKI https://proyectoinventario.org/mapa-manifestaciones-cuba-11j/  https://www.youtube.com/watch?v=JGFXJrC52mg https://www.youtube.com/watch?v=IM80Uujam_8  https://www.youtube.com/watch?v=jrEQOly16tM  https://www.youtube.com/watch?v=LBFUsvRVmbM  https://www.youtube.com/watch?v=WPuyEgeyQ0Y  https://www.youtube.com/watch?v=E3RUyFhwQvs
P21-10,11-07-2021,"Parque de la Iglesia, Bauta, Artemisa",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles demandando la situación de precariedad en que se encuentra el país. Se dirigen hacia el Partido Municipal pasando por el Parque de la Iglesia, la casa de Manuel Díaz ""Manolo Manguera"", las calles 150 y 243 y se reúnen frente a la tienda La Revoltosa.",Estado cubano,"""Patria y Vida"", ""Abajo Díaz-Canel"", ""Díaz-Canel singao"", ""Abajo Fidel"", ""El pueblo unido, jamás será vencido""",Frente a la tienda La Revoltosa se observan algunas autoridades que comienzan a reprimir a los manifestantes dándoles golpes y cerrando algunas de las calles para que el pueblo no avance.,https://www.youtube.com/watch?v=fM1jrCjcfdQ https://www.youtube.com/watch?v=r0qPF9nvuxs https://www.youtube.com/watch?v=S8Bk7ZZeWok  https://www.youtube.com/watch?v=E_3SSOoY0Q0
P21-11,11-07-2021,"San José de las Lajas, Mayabeque",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"El pueblo de San José de las Lajas se manifestó en las calles demandando la libertad. La protesta se llevó a cabo por la avenida 47 y 126, 110, 108, 106, 94, 90, 82, Centro Comercial Boulevard, la Fábrica de Cerámica, calle 130, Gobierno de Mayabeque, el Hospital Leopoldito Martínez, Terminal de Ómnibus, Centro Comercial Boulevard, calle 54 y avenida 45, calle 42 y 35.",Estado cubano,"""El pueblo unido, jamás será vencido"", ""Abajo la dictadura"", ""Díaz-Canel, singao"", ""Patria y Vida"", ""Libertad"", ""Queremos medicinas"", ""No más mentiras""","Un grupo oficialista se interpuso en la carretera de la Fábrica de Cerámica utilizando un megáfono para decir consignas revolucionarias y extender una bandera cubana. A las afueras del Gobierno de Mayabeque se concentraron los manifestantes y se pudo apreciar la presencia de la policía y autoridades vestidas de civil, quienes intentaban reprimir la protesta pacífica. Algunos de ellos intentaron gritar consignas revolucionarias.",https://proyectoinventario.org/mapa-manifestaciones-cuba-11j/ https://proyectoinventario.org/mapa-manifestaciones-cuba-11j/  https://www.youtube.com/watch?v=kjaoylnGYJI  https://www.youtube.com/watch?v=Da-BOx9SJCw  https://www.youtube.com/watch?v=kUz27Z5XVNk  https://www.youtube.com/watch?v=_WaZMB55d5M
P21-12,11-07-2021,"Plaza Bedoya, Camagüey",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles demandando la situación de precariedad en que se encuentra el país y convocan al pueblo a sumarse a la protesta.,Estado cubano,"""Patria y Vida"", ""Abajo el comunismo""",NULL,https://www.youtube.com/watch?v=Mq5teLYC3sU
P21-13,11-07-2021,"Calle Pilar, Matanzas",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Un pequeño grupo de personas sale a las calles a exigir ""Patria y Vida"". Los manifestantes incitan a que se sumen más personas.",Estado cubano,"""Patria y Vida"", ""Abajo el comunismo""",NULL,https://www.youtube.com/watch?v=kqnN18YbR1g
P21-14,11-07-2021,"Microdistrito, Santiago de Cuba",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Grupo pequeño de personas sale a las calles para protestar.,Estado cubano,NULL,NULL,https://www.youtube.com/watch?v=q64I-_Mrb4s
P21-15,11-07-2021,"Güines, mayabeque",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles demandando libertad. Las protestas se llevan a cabo por la calle 86, Parque, estación de policía, calle Reina, Cupet de Reina y avenida 77 (Real).",Estado cubano,"""Libertad"", ""Abajo el comunismo"", ""Abajo Díaz-Canel"", ""Díaz-Canel, singao"", ""Patria y Vida""",Un grupo de personas oficialistas se junta con las autoridades de la policía a las afueras de la PNR para impedir el paso de los manifestantes y gritar consignas revolucionarias. En el parque de Güines comenzaron a llegar camiones con tropas especiales y policías vestidos de civil para darle golpes al pueblo.,https://www.youtube.com/watch?v=Z3NdyZsOedY https://www.youtube.com/watch?v=F-M7W7HScPE https://www.youtube.com/watch?v=6Y8fizNOogE
P21-16,11-07-2021,Santa Clara,Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes de Santa Clara se lanzan a las calles a demandar la libertad del pueblo cubano. Las protestas recorren varias calles y ubicaciones como son: Puente de la Cruz, Parque del Carmen, Independencia y Juan Bruno Zayas, Marta Abreu y Juan Bruno Zayas, Rafael Tristá y Juan Bruno Zayas, Independencia e/ General Alemán y Toscano, Rafael Tristá e/ General Alemán y Rafael Lubián, Rafael Tristá y Augusto Vidaurreta, Rafael Tristá y La Torre, Colón y Domingo Mujico, calle San Miguel, 1ra de la Vigía y Carretera Central, Parque de la Audiencia y Estrada Palma y Amparo. También reportan protestas pacíficas en El Condado y Los Flamboyanes.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Viva Cuba Libre"", ""Díaz-Canel, singao"", ""Asesinos""","Policías impiden el paso de manifestantes. Se observan brigadas de respuesta detrás de los manifestantes. Para impedir el paso de los manifestantes hasta el parque Vidal, crearon un cordón policial. En calles aledañas, la policía vestida de civil agrede a la población y, en particular, a las mujeres, tirándolas contra el piso, golpeándolas y quitándoles sus teléfonos.",https://www.youtube.com/watch?v=pgprjpxKdH4 https://www.youtube.com/watch?v=poLKXjhE1n8  https://www.youtube.com/watch?v=ORQDeOttsOU  https://www.youtube.com/watch?v=00zKQcjTAo0  https://www.youtube.com/watch?v=jLdQ9LG-he8  https://www.youtube.com/watch?v=WX15XKDPq-I  https://www.youtube.com/watch?v=xdqCmrucpUQ  https://www.youtube.com/watch?v=D8mZJUjdNMo
P21-17,11-07-2021,"Cárdenas, Matanzas",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes se lanzan a las calles a exigir la libertad de Cuba. Se reúnen frente al Gobierno Municipal y el Partido. La manifestación recorre las calles: Calle Real, esq. Cristina, Cristina e/ Jénez y Laborde, Jénez y Calzada, y Real y Calzada. Hay constancia de vandalismo durante la manifestación en las tiendas: tienda Puerta del Sol, tienda Mercadito, tienda Bello Atardecer y en la Cadeca.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao"", ""Se oye, se siente, el pueblo está presente""","Se observa un cordón policial antimotines que bloquea el paso de los manifestantes y, a su vez, protege a los oficiales de la policía y militares que se encuentran en la zona. También se llevan a varias mujeres detenidas.",https://www.youtube.com/watch?v=dxi8L5sIrj0 https://www.youtube.com/watch?v=nKO3uFG8ie8  https://www.youtube.com/watch?v=lrTJriCDm-Q  https://www.youtube.com/watch?v=uCGgfPICL8U  https://www.youtube.com/watch?v=5TfvHgPV2fw  https://www.youtube.com/watch?v=vBONehXkBRA
P21-18,11-07-2021,Holguín,Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Boulevard y Frexes, calle Río, Alcides Pino, estación policial de Alcides Pino, avenida Cajigal (Carretera de Gibara), Gobierno Municipal, Martí y Boulevard. Manifestantes se lanzan a las calles en protesta por la libertad. La manifestación transita por la estación de la PNR, Frexes, Gobierno Provincial, Pediátrico, Plaza de la Revolución y Comité Provincial del Partido.",Estado cubano/Gobierno municipal,"""Libertad"", ""Patria y Vida"", ""Viva Cuba Libre"", ""Díaz-Canel, singao"", ""No tenemos miedo"", ""No a la violencia"", ""El pueblo unido, jamás será vencido"", ""Abajo la dictadura"", ""No los queremos"", ""Abajo el comunismo"", ""Asesinos""","A las afueras del Gobierno Municipal se presencia un cordón de militares que le impiden el paso a los manifestantes por un tiempo, pero al final ceden ante la gran multitud que se encuentra reunida. En zonas aledañas, brigadas especiales van por las calles obligando a las personas a meterse en sus casas y agreden lanzando piedras y golpes.",https://www.youtube.com/watch?v=FoioglOv7do https://www.youtube.com/watch?v=PstYwYa10nQ  https://www.youtube.com/watch?v=lrEdswfThPE https://www.youtube.com/watch?v=AQ342QwwD0Y https://www.youtube.com/watch?v=7aLT0zLwXsU  https://www.youtube.com/watch?v=J3xyEB55mPw  https://www.youtube.com/watch?v=dE3e6HKgXEg https://www.youtube.com/watch?v=w3UqivzhOU8 https://www.youtube.com/watch?v=TrUQxJvaKmo https://www.youtube.com/watch?v=SXmdqnoFxjc
P21-19,11-07-2021,"Centro Habana, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Grupo de manifestantes se encuentra agrupado en una esquina y se observa cómo tratan de evitar que las autoridades se lleven a una persona.,Estado cubano,NULL,Las autoridades se llevan a una persona arrastrada.,https://www.youtube.com/watch?v=xwO3DlT5jr8
P21-20,11-07-2021,"Bayamo, Granma",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes en Bayamo avanzan por una calle y se enfrentan con grupos progobierno. En muchas ocasiones lanzan piedras a los policías y ocurren enfrentamientos. Las protestas transitan por las calles: calle Donato Mármol, Parque de la Emulación, av. Los Mártires, avenida Perucho Figueredo, Línea, Talleres Ferroviarios, Zenea y General Lora, calle Zenea, calle José Martí.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao"", ""Abajo el comunismo""","Las autoridades vestidas de civil reprimen a mujeres que se encontraban en la manifestación. Se observan carros de policías y camiones de brigadas en las calles, pero estos dejan pasar a los manifestantes. También en algunas calles los policías agreden lanzando piedras a los manifestantes.",https://www.youtube.com/watch?v=vSEffvhU9XM https://www.youtube.com/watch?v=L9pi4oIDeXk https://www.youtube.com/watch?v=vpf0KnC3Soc https://www.youtube.com/watch?v=0gqwMrs7-no  https://www.youtube.com/watch?v=4J18imarbHw
P21-21,11-07-2021,Guantánamo,Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes se lanzan a las calles para demandar la libertad. Pasan por la avenida Camilo Cienfuegos y 1ra Oeste, calle José Martí, avenida Camilo Cienfuegos y Pedro A. Pérez.",Estado cubano,"""Libertad"", ""Patria y Vida""","Se observa cómo la policía, militares y autoridades vestidas de civil arrestan a un menor de edad, metiéndolo a la fuerza en una patrulla. En otra de las calles hay camiones y carros de policía impidiendo el paso de los manifestantes.",https://www.youtube.com/watch?v=Qnzp2MDz3j8 https://www.youtube.com/watch?v=_-u7jFMiN6E https://www.youtube.com/watch?v=FYoqKCANT7c
P21-22,11-07-2021,"Bejucal, Mayabeque",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles demandando libertad. Pasan por la calle 9 e/ 12 y 14 y se sientan en el piso para continuar exigiendo la libertad.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio"", ""Díaz-Canel, singao"", ""El pueblo es el que llama"", cantan el Himno Nacional.",NULL,https://www.youtube.com/watch?v=Eag4eISEOYg
P21-23,11-07-2021,"Instituto Cubano de Radio y Televisión, La Habana",Manifestación/Concentración,Manifestación,Concentración,Artistas/intelectuales 27N,Grupos de personas se congregan a las puertas del Instituto Cubano de Radio y Televisión para exigir el derecho a la libertad de expresión.,Instituciones locales (ICRT),"""Queremos ser escuchados"", ""Viva Cuba Libre""",Las autoridades y personal de la institución abuchean a los manifestantes con consignas revolucionarias.,https://proyectoinventario.org/mapa-manifestaciones-cuba-11j/
P21-24,11-07-2021,"Puerto Padre, Las Tunas",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Grupos de personas salen a las calles a demandar la libertad de Cuba.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio"", ""Díaz-Canel, singao"", ""El pueblo es el que llama"", cantan el Himno Nacional.",Grupo de policías arresta a los manifestantes y les rocían spray en los ojos.,https://www.youtube.com/watch?v=enr1tqvpd8I
P21-25,11-07-2021,"Jovellanos, Matanzas",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Grupos de personas salen a las calles a demandar la libertad de Cuba por las calles 11 e/ 16 y 14, 11 e/ 10 y 12, 11 y 6.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio"", ""Díaz-Canel, singao"", ""El pueblo es el que llama"", cantan el Himno Nacional.",Se observa la represión policial agrediendo con piedras a los manifestantes.,youtube.com/watch?v=2gwNUJMUZOo https://www.youtube.com/watch?v=JNPmWaQ7rbk https://www.youtube.com/watch?v=6peyjGej9c4
P21-26,11-07-2021,"Trinidad, Santi Spirítus",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Grupo de personas sale a protestar en la calle y convocar al pueblo a sumarse por la libertad de Cuba.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao"", ""El pueblo unido, jamás será vencido"", cantan el Himno Nacional.",NULL,https://www.youtube.com/watch?v=FpkSA9Sq58M
P21-27,11-07-2021,Artemisa,Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad. Transitan por las calles: Boulevard, Boulevard y 27, e/ Mártires y Céspedes, Martí y Mártires.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio""",Camión del MININT se marcha ante la llegada de manifestantes.,https://www.youtube.com/watch?v=IYr2aTlEiFg https://www.youtube.com/watch?v=updPN1Hy7_s  https://www.youtube.com/watch?v=u4udjRa9idY
P21-28,11-07-2021,Camagüey,Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Grupo de personas sale a la calle a exigir la libertad de Cuba. La manifestación transita por distintos puntos de la ciudad: La Vigía, avenida Finlay y Rosario, calle Rosario, fábrica de helado Coppelia. En Saratoga cierran la calle; los propios vecinos no dejan pasar a los carros policiales. Plaza Méndez, General Gómez y Sedano, calle Santa Rosa y San Martín, calle Santa Rosa, San José y República, calle Avellaneda, calle Avellaneda y San Esteban, Rosario y Pintor, Oscar Primelles (San Esteban), Palma, avenida 26 e Ignacio Agramonte, alrededores de la Plaza de la Revolución, Damas, reparto Floirán Quirós. Gran cantidad de personas se concentran en el parque de San Ramón. Un hombre cita a Martin Luther King, dice que Cuba despertó y los manifestantes dicen que irán para el Gobierno, en la Plaza de la Revolución. Continúan por el Parque Cristo, Palacio de los Matrimonios, Casino Campestre, Estadio Cándido González, entrada a la calle Rosario, Palma, Puente de la Caridad, calle San Rafael, Lugareño y San Gabriel y la calle Cisneros.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Las calles son del pueblo"", ""Díaz-Canel, singao"", ""Que se vayan"", ""Oye policía, pinga""","Se observan enfrentamientos entre la policía y los manifestantes. La policía se ve obligada a irse del lugar. En la Avenida de los Mártires, militares y defensores del gobierno intentan detener a los manifestantes. En el Parque Cristo hay un cordón de militares.",https://www.youtube.com/watch?v=J6gzWg9gru8 https://www.youtube.com/watch?v=km3dTbX-yq0 https://www.youtube.com/watch?v=C7Tjf4M6dSU https://www.youtube.com/watch?v=6EZyfqSaSxY https://www.youtube.com/watch?v=OFDEjmO5MU4 https://www.youtube.com/watch?v=Z8y817v6r8g https://www.youtube.com/watch?v=PLGp-C_P1VA  https://www.youtube.com/watch?v=H_RPSXAXF9c https://www.youtube.com/watch?v=zOkXAPYKHTQ https://www.youtube.com/watch?v=CPEfCfkhbJY  https://www.youtube.com/watch?v=4E2R1txFLA0
P21-29,11-07-2021,"Placetas, Villa Clara",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida""",Se observan policías en el lugar.,https://www.youtube.com/watch?v=ePf70PPuFdU
P21-30,11-07-2021,Pinar del Río,Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Patria y Vida""",Se observan policías en el lugar.,https://www.youtube.com/watch?v=jE3DB97y5tc
P21-31,11-07-2021,"Cuatro Caminos, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad""",Se observan carros de policías parqueados y la llegada de camiones con policías y militares.,https://www.youtube.com/watch?v=cbMxskVVwVw
P21-32,11-07-2021,Sancti Spíritus,Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad en el reparto Escribano y en otro lugar, pero no está identificada la ubicación.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao""",NULL,https://www.youtube.com/watch?v=4OFvWFI80Ek https://www.youtube.com/watch?v=n0aotJS1MYg
P21-33,11-07-2021,"Quivicán, Mayabeque",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad y convocan a los vecinos a sumarse a la protesta. Esto sucede en varios lugares como: Parque Quivicán y La Salud.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Abajo Díaz-Canel""",NULL,https://www.youtube.com/watch?v=oV3aIfcfvDs https://www.youtube.com/watch?v=rxl9R4SDYi4
P21-34,11-07-2021,"Capitolio- Momumento Máximo Gómez, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles de manera pacífica con sus brazos en alto para exigir libertad, comida y medicinas. Salen desde el Parque de la Fraternidad y transitan por lugares como: Hotel Saratoga, Teatro Martí, Capitolio Nacional de Cuba-Parque Central-Paseo del Prado, Paseo del Prado y Neptuno, Paseo del Prado e/ Ánimas y Virtudes, Trocadero e/ Prado y Morro, Zulueta, Museo de la Revolución, hasta el Monumento a Máximo Gómez.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio"", ""Díaz-Canel, singao"", ""El pueblo unido, jamás será vencido"", ""Dictadores"", ""Mi comida, medicinas"", ""Oe policía, pinga"", ""Nosotros somos cubanos, nosotros somos Cuba"", ""Asesinos""",La policía y militares reprimen a los manifestantes llevándoselos a la fuerza. Hay presencia de las brigadas de respuesta rápida movilizadas por el Gobierno. Estas están armadas con palos y se encuentran en el Paseo del Prado. Los policías y tropas especiales forman un cordón para impedir el paso. Aumenta la llegada de jóvenes vestidos de militares con palos para reprimir al pueblo.,https://www.youtube.com/shorts/sUS3D3eR_Q0 https://www.youtube.com/watch?v=LV54mysj0iY  https://www.youtube.com/watch?v=SvkczbmbQ2g  https://www.youtube.com/watch?v=O8blFkygW4E https://www.youtube.com/watch?v=kKuDCzlWKGg https://www.youtube.com/watch?v=mh3qxwg4EjQ   https://www.youtube.com/shorts/N2uuNfnpIHc
P21-35,11-07-2021,"San Miguel del Padrón, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles convocando a las personas a sumarse a la protesta por la libertad y el cambio de Cuba. Atraviesan la Calzada de San Miguel del Padrón pasando por Rafael de Cárdenas, Rico, La Balear, La Corea y calle 4ta y 21.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio"", ""Díaz-Canel, singao"", ""Abajo Díaz-Canel""","Hay presencia de autoridades vestidas de civil que reprimen al pueblo golpeándolo y agrediéndolo para que no filmen lo que está pasando. En La Corea, los manifestantes logran atravesar un cerco represivo lleno de autobuses para cargar y arrestar a los manifestantes.",https://www.youtube.com/watch?v=ulsgIbaFVfg https://www.youtube.com/watch?v=9e5ahkcKzP4  https://www.youtube.com/watch?v=0jrYKiHf_I0
P21-36,11-07-2021,"Mantilla, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad. Pasan por el Cine Mantilla.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Abajo la dictadura"", ""Díaz-Canel, singao"", ""El pueblo unido, jamás será vencido"", ""Queremos comida""",NULL,https://www.youtube.com/watch?v=pP_bHimXIyQ https://www.youtube.com/watch?v=tEMsE_7YpzM
P21-37,11-07-2021,"Guanabacoa, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad. Comienza desde los Escolapios, bajando por la Avenida Corral Falso hasta Vía Blanca.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao""","Los autos de la policía interceptan a los manifestantes en el Parque de la Cotorra, pero estos siguen avanzando. En el semáforo de Regla-Guanabacoa hay policías y militares que intentan reprimir la manifestación.",https://www.youtube.com/watch?v=hLb6Y9OFv9U
P21-38,11-07-2021,"Calzada de Diez de Octubre, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad por toda la Calzada de Diez de Octubre entre Kessel y Paco Rivera, Calzada de Diez de Octubre y Santa Beatriz, Calzada de Diez de Octubre y Josefina, Calzada de Diez de Octubre y Benito Lagueruela, Calzada de Diez de Octubre e/ Quiroga y Mangos, Correa y Calzada de Diez de Octubre, Calzada de Diez de Octubre y Mangos, Calzada de Diez de Octubre e/ Santa Irene y Mangos, Calzada de Diez de Octubre y Santa Irene, Calzada de Diez de Octubre y San Bernardino, Cine Apolo, Calzada de Diez de Octubre y Enamorados, Esquina de Toyo, San Leonardo y Calzada de Diez de Octubre.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao""",Se presencian tropas especiales que persiguen a jóvenes en Diez de Octubre. Hay enfrentamientos entre policía y manifestantes. Apedrean un camión de bomberos en Calzada de Diez de Octubre. Manifestantes hacen retroceder a los policías y patrullas. Policías y paramilitares con palos y piedras reprimen a los manifestantes.,https://www.youtube.com/watch?v=-yLlZcdcj8A  https://www.youtube.com/watch?v=7vLPRxPrea8 https://www.youtube.com/watch?v=P0eviI75xm4 https://www.youtube.com/watch?v=DPG7xTj2vN8
P21-39,11-07-2021,"Arroyo Naranjo, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad. Semáforo La Palma, Arroyo Naranjo.",Estado cubano,"""Patria y Vida""","Manifestantes se encuentran con grupos progobierno en el semáforo de La Palma, Arroyo Naranjo.",https://www.youtube.com/watch?v=29mfwtjbhTA
