id,fecha,lugar,tipo_evento,tipo_evento_principal,subtipos_evento,quien_protesta,demanda,a_quien,discurso_framing,respuesta_estatal,fuente
P22-16,30-07-2022,"Nuevitas, Camgüey",Manifestación/Concentración,Manifestación,Concentración,Ciudadanos/pueblo,"Demanda la falta de electricidad y los apagones constantes en la isla. La manifestación se realizó en la Plaza Primero de Mayo, donde hubo un apagón de corta duración durante una fiesta que se realizaba.",Estado cubano,"“Pongan la corriente, pinga”.",NULL,https://www.youtube.com/watch?v=M8rjHy5WLTA
,31-07-2022,"Jagüey Grande, Matanzas",Manifestación/Concentración,Manifestación,Concentración,Ciudadanos/pueblo,"Un grupo de familiares y vecinos demandan la liberación de Leonardo Yosmel Pérez, quien es acusado de iniciar e incentivar a los vecinos a manifestarse, frente al Gobierno Municipal de Jagüey Grande.",Gobieno Municipal de Jagüey Grande,NULL,Ante la concentración sale una oficialista vestida de civil a intentar dialogar con los manifestantes.,twitter.com/joseraul86/status/1553923102626775041?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1553923102626775041%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=  https://twitter.com/SuneyRoman/status/1553908768097943552?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1553908768097943552%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-17,01-08-2022,"Altagracia, Camgüey",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Las autoridades de la provincia tuvieron que trasladarse hacia el lugar.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-18,01-08-2022,"Mabay, Bayamo",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"“El pueblo unido, jamás será vencido”, “Queremos corriente”.",NULL,https://youtu.be/1dc6lSwroNA
P22-19,01-08-2022,"El Tibol, San José de las Lajas, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,“El Tibol se calentó”.,NULL,https://twitter.com/CaFeTheblocker/status/1554315637245493248?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1554315637245493248%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-20,01-08-2022,"Caunao Sur, Cienfuegos",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/MarioJPenton/status/1554305769344233473?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1554305769344233473%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-21,01-08-2022,"Reparto Armando Contramaestre de Trinidad, Sancti Spíritus",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"""Pongan la corriente”.",NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-22,01-08-2022,"Antilla, Holguín",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad y los apagones constantes en la isla. Se observa un fuego en la calle.,Estado cubano,"“Pongan la corriente, pinga”.",NULL,https://youtu.be/yfLPM7uruFY
P22-23,01-08-2022,"Herradura, Consolación del Sur, Pinar del Río",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Manifestantes discuten con autoridades del territorio. El dirigente trata de apaciguarlos; los manifestantes gritan y silban.,https://youtu.be/-pJga1fQuFs
P22-24,01-08-2022,"Tulipán, Cienfuegos",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"“Pongan la corriente, pinga”.",NULL,https://youtu.be/BJTiwDLjPzE
P22-25,01-08-2022,"Altamira, Santiago de Cuba",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,"La policía cerró el acceso al lugar y llevaron miembros de las brigadas de respuesta rápida. Luego de que restablecieron el servicio eléctrico, la gobernadora de Santiago de Cuba, Beatriz Johnson, se personó en el lugar.",https://youtu.be/KA9HmwvV75w
P22-26,01-08-2022,"El Caldero, Diez de Octubre, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad y los apagones constantes en la isla. Cacerolazo de corta duración en la carretera que divide a ambos repartos.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-27,01-08-2022,"Reparto Sueño, Santiago de Cuba",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,"Se presentaron en el lugar oficiales de la Seguridad del Estado, boinas rojas y directivos del territorio. Restablecieron el servicio eléctrico al poco tiempo de comenzar la protesta.",https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-28,01-08-2022,"La Piñas, Trinidad, Santi Spiritus",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-29,01-08-2022,"Cruces, Cienfuegos",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"“Pongan la corriente, pinga”.",NULL,https://youtu.be/dmXsqBj7qS8
P22-30,01-08-2022,"Consolación del Sur, Pinar del Río",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Restablecen el servicio eléctrico a una parte del pueblo al poco tiempo de comenzar el Cacerolazo.,https://youtu.be/QO5z936eXJg
P22-31,01-08-2022,"Casilda, Trinidad, Santi Spiritus",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://youtu.be/SWWMsDCAG60
P22-32,01-08-2022,"Calambrosio, Yara, Granma",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Restauraron el servicio eléctrico y tuvo que intervenir la policía. Al día siguiente fueron citados varios de los participantes en la manifestación.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-33,02-08-2022,"Reparto Comodoro, Párraga, Arroyo Naranjo, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Ciudadanos albergados cierran la autopista con un cordón conformado por adultos y niños. Demandan la presencia del presidente.,Estado cubano,"Gritan que quieren la presencia de Díaz-Canel ahí: ""Queremos a Canel"".",NULL,https://youtu.be/gWEz32Z-18w
P22-34,02-08-2022,"San Fernando de Camarores, Palmira, Cienfuegos",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,"Demanda la falta de electricidad y los apagones constantes en la isla. Dicen que el problema no es solo la corriente, también la miseria y el hambre.",Estado cubano,Gritan “Patria y Vida”.,Los policías y autoridades que se presentan en el lugar discuten con los manifestantes.,https://youtu.be/1CsPIRfD8tU
P22-35,04-08-2022,"Pastelillo, Nuevitas, Camagüey",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"“Pongan la corriente, pinga”.",NULL,https://youtu.be/WXrXzBlGJ6I
P22-36,04-08-2022,"Reparto Sandino, Santa Clara",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,"Demanda la falta de electricidad y los apagones constantes en la isla. Un grupo de vecinos, incluidos niños y personas mayores, tocaron cacerolas durante un apagón.",Estado cubano,NULL,"La policía y la Seguridad del Estado llegaron al lugar golpeando a los participantes, a algunos de los cuales les causaron lesiones. Al menos tres de ellos fueron detenidos y liberados a las pocas horas.",https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-37,05-08-2022,"Parque Martí, Cienfuegos",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Gran cantidad de personas se paran en silencio frente al gobierno provincial de Cienfuegos.,Gobierno provincial,NULL,Desde el lugar reportan llegada de efectivos de la Brigada Especial Nacional.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-38,05-08-2022,"Pueblo Grifo, Cienfuegos",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-39,07-08-2022,"Reparto Luz y Alcidez Pino, Holguín",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/ManuAlejoRY/status/1556500315641372672?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1556500315641372672%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-40,07-08-2022,"Reparto Alcides Pino y Luz, Holguín",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-41,08-08-2022,"Reparto Alcides Pino y Luz, Holguín",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,“Abajo la dictadura”.,NULL,https://twitter.com/VictorM87778693/status/1556844617227796482?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1556844617227796482%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-42,09-08-2022,"La Esperanza, Cienfuegos",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"""Pongan la corriente, pinga"".",Desde el lugar reportan enfrentamientos con efectivos de las tropas especiales y brigadas de respuesta rápida.,https://youtu.be/pdAYwBbbBd0
P22-43,09-08-2022,"Santa Cruz de Norte, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-44,11-08-2022,"Reparto Virginia, Santa Clara",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-45,12-08-2022,"El Pulguero, Güira de Melena, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Se reporta que había policías en el lugar de la manifestación.,https://twitter.com/AdrianGlibertad/status/1558290463777607680?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1558290463777607680%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-46,12-08-2022,"San José de las Lajas, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-47,13-08-2022,"La Guerrilla, Güira de Melena, Artemisa",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Se personaron en el lugar tropas especiales y policías para reprimir la acción.,https://youtu.be/vn-jvS_whpM
P22-48,13-08-2022,"El Condado, Santa Clara",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,El servicio fue restablecido en menos de una hora.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-49,14-08-2022,"El Condado, Santa Clara",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Restauraron el servicio debido a la protesta.,https://twitter.com/MarioJPenton/status/1559022491590602754?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1559022491590602754%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-50,15-08-2022,"Corea, Güira de Melena, Artemisa",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"“Patria y Vida”, ""No aguantamos más”.",NULL,https://youtu.be/WQcYb3liCyM
P22-51,16-08-2022,"San Antonio de los Baños, artemisa",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"“Patria y Vida”, “Libertad”.",NULL,https://youtu.be/oHElw0G3nV4
P22-52,16-08-2022,"Reparto Caymari, Manzanillo, Granma",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"Corean: “Patria y Vida”, ""Abajo la dictadura"".",Reportaron presencia policial en la zona del parque de la ciudad.,https://youtu.be/AjeW6qaH7XI
P22-53,16-08-2022,"Güira de Melena, Artemisa",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://youtu.be/zsYT82d3quA
P22-54,16-08-2022,"La Boca, Mariel, Artemisa",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://youtu.be/0NmV8kMzkX0
P22-55,17-08-2022,"El Palenque, San Antonio de los Baños, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Se reporta la presencia de patrullas que no se atrevieron a entrar al lugar de la manifestación.,https://twitter.com/AdrianGlibertad/status/1560112961796149248?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1560112961796149248%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-56,18-08-2022,"Pastelillo, Nuevitas, Camagüey",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"Corean: “Libertad”, “Díaz-Canel singao, Pastelillo está botao”, “Pongan la corriente, pinga”, “Oye policía, pinga”. En varias ocasiones cantaron el Himno Nacional.",NULL,https://youtu.be/5ulVC-Hnq3g
P22-57,18-08-2022,"Luyanó, Diez de Octubre, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/YannisEst/status/1560453964398825473?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1560453964398825473%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-58,18-08-2022,"Repartos La Vigía y Escambray, Santa Clara",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-59,19-08-2022,"Pastelillo, Nuevitas, Camagüey",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"Corearon “Libertad”, “Díaz-Canel singao”.","A pesar de la fuerte presencia policial en el territorio luego del Cacerolazo de la noche anterior, los ciudadanos de Nuevitas volvieron a salir a las calles a protestar. La policía y las tropas especiales reprimieron a los manifestantes, golpeando incluso a menores de edad, y realizaron detenciones. Hubo enfrentamientos entre las fuerzas represivas y los manifestantes. La policía arrojó piedras y botellas a los manifestantes.",https://youtu.be/rnBXWb3A324
P22-60,19-08-2022,"Camalote, Nuevitas, Camagüey",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"Corean “Libertad”, “Díaz-Canel singao”, cantan el Himno Nacional y expresan su desacuerdo con el sistema imperante en Cuba.",Al día siguiente fue reportada la detención del opositor Yasmani García Ramírez.,https://youtu.be/ZMAcvDHkmrs
P22-61,20-08-2022,"Gibara, Holguín",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,La manifestación fue disuelta por la policía y al día siguiente estaban siendo citadas personas de la zona.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-62,20-08-2022,"Reparto El Porvenir, Camagüey",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Al día siguiente fue reportada la detención de una persona.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-63,21-08-2022,"Reparto Mario Muñoz, Los arabos, Matanzas",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"“Patria y Vida”, “Libertad” y “Pongan la corriente, pinga”.",NULL,https://youtu.be/bkP9GgIQEBs
P22-64,24-08-2022,"Centro Humberto Álvarez, Cárdenas",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/AdrianGlibertad/status/1562634549577715712?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1562634549577715712%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-65,30-08-2022,"Bejucal, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://youtu.be/B8ZtHrHJaCI
P22-66,30-08-2022,"Estadio Latinoamericano, Cerro, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/YamilaHija/status/1575996680536670209?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575996680536670209%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-67,29-09-2022,"Sumidero de Batabanó, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones. Los manifestantes abuchean y expulsan a Díaz-Canel junto a otros funcionarios del PCC de Surgidero Batabanó.,Estado cubano,"""Descarao"", ""Camina, chibatón"".",Se presentan en el lugar Díaz-Canel junto a otros funcionarios del PCC. Los manifestantes abuchearon y lograron expulsar del lugar a las autoridades.,https://twitter.com/VictorDuenasCU/status/1575600677002575873?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575600677002575873%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-68,29-09-2022,"Calzada del Cerro, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,"Inventario reporta que los vecinos forman un cordón y bloquean el tráfico, pero no imágenes ni videos.",Estado cubano,"Según Inventario coreaban: ""Queremos la luz”.",Según Inventario se reporta presencia policial en el lugar.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-69,29-09-2022,"San Francisco de Paula, San Miguel del Padrón, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,"Grupo de manifestantes bloquean el paso en la Carretera Central, en la intersección del callejón Las Piedras, en la esquina conocida como “Los Panecitos”, para protestar por la falta de servicio eléctrico.",Estado cubano,NULL,"A unos 100 metros de distancia, hay apostadas varias patrullas de policía y vecinos que observan desde la distancia.",https://twitter.com/ChuchoDLChucho/status/1575622972576256000?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575622972576256000%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-70,29-09-2022,"Reparto Fraternidad, Arroyo Naranjo, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"""Queremos la luz”.",Reportan la presencia de oficiales de la Seguridad del Estado en el lugar.,https://youtu.be/UrFExbeAroQ
P22-71,29-09-2022,"El Robre, Guanabacoa, La Habana",Manifestación/Concentración,Manifestación,Concentración,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/chili_habanero/status/1575791607286272000?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575791607286272000%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-72,29-09-2022,"Calle 100 y Vento, Boyeros, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Protesta y cierre de calle frente al servicentro El Futuro.,Estado cubano,NULL,Hubo enfrentamientos entre manifestantes y defensores del gobierno.,https://youtu.be/8Sd1VehIs9o
P22-73,29-09-2022,"Santo Suárez, Diez de Octubre, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,"Demandan la falta de electricidad y los constantes apagones. Según esos testimonios, la protesta duró cerca de una hora.",Estado cubano,NULL,No se presentaron policías ni otras fuerzas a reprimir la manifestación.,https://twitter.com/sunny_bill10/status/1575816921530105862?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575816921530105862%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-74,29-09-2022,"Abel Santamaría, Boyeros, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,La policía se presentó en el lugar.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-75,29-09-2022,"Vedado, Plaza de la Revolución, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Vecinos se congregaron frente a la sede del Partido Comunista de Cuba para reclamar el restablecimiento del servicio eléctrico.,Autoridades locales,NULL,Dirigentes que se encontraban en el lugar trataron de apaciguarlos. Varias personas manifestaron que no creían en lo que estaban diciéndoles.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-76,29-09-2022,"Bacuranao, Guanabacoa, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-77,29-09-2022,"Reparto Eléctrico, Arroyo Naranjo",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/MarioJPenton/status/1575996000992305153?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575996000992305153%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-78,29-09-2022,"Cojímar, Habana del Este, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Varias personas comenzaron a tocar cazuelas de manera intermitente en protesta por los constantes apagones y luego salieron a la calle.,Estado cubano,NULL,Las autoridades pusieron la corriente poco tiempo y luego la volvieron a quitar.,https://twitter.com/UDoing123/status/1575890106518568961?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575890106518568961%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-79,29-09-2022,"Reparto Guardiola, Sanb Miguel del Padrón, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"""Pongan la corriente, pinga"".",NULL,https://youtu.be/NWyauERnIdA
P22-80,29-09-2022,"Barreras, Guanabacoa, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Personas se reúnen a protestar en el parque de Barreras por los constantes apagones. Personas ajenas a la Iglesia subieron a la torre de la iglesia y tocaron las campanas. También prendieron fuego en el medio de la calle.,Estado cubano,"""Pongan la corriente, pinga"".","Se reportó gran presencia de la policía, Seguridad del Estado y militares en el lugar.",https://youtu.be/5yuN-XoNz-k
P22-81,30-09-2022,"La Palma, Arroyo Naranjo, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/chili_habanero/status/1575874553418420224?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575874553418420224%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-82,30-09-2022,"Cementerio Judío, Guanabacoa, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,"Inventario reporta Cacerolazos demandando la falta de electricidad y los constantes apagones, pero no hay información.",Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-83,30-09-2022,"Puentes Grandes, Playa, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Grupo de mujeres,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/MarioJPenton/status/1575912183321575433?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575912183321575433%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-84,30-09-2022,"Calle Pedro Nuevo, Mantilla, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Los vecinos bloquearon las calles y tocaron calderos por encontrarse desde el lunes sin electricidad. Los niños cierran las calles en La Habana como forma de protesta.,Estado cubano,NULL,Al poco tiempo de comenzar la protesta se presentaron en el lugar policías y oficiales de la Seguridad del Estado. También fue restablecido el fluido eléctrico y los vecinos se dispersaron.,https://twitter.com/joseraul86/status/1575902161816686592?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575902161816686592%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-85,30-09-2022,"Primer Anillo, Guanabacoa, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Madres con sus hijos salen a protestar esta tarde y cierran el paso vehicular en un tramo de la Autopista Nacional.,Estado cubano,NULL,NULL,https://twitter.com/14ymedio/status/1575972077500305419?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575972077500305419%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-86,30-09-2022,"Calzada del Cerro y Domínguez, Cerro, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Mujeres cierran el tráfico en la Calzada del Cerro en protesta por los apagones y la escasez del país.,Estado cubano,NULL,NULL,https://youtu.be/rgAGgORzp6Y
